Wavelength (um),Spectral Radiance (W/m²/sr/μm)
1.5143143143143143,8.442882613415295e-06
1.5342342342342343,1.1390597271368786e-05
1.5541541541541541,1.523726309585533e-05
1.5740740740740742,2.0217014549247755e-05
1.593993993993994,2.6614246670818682e-05
1.613913913913914,3.477194950034678e-05
1.6338338338338338,4.5100956171782165e-05
1.6537537537537539,5.8090132070981675e-05
1.6736736736736737,7.431752338520501e-05
1.6935935935935937,9.446247338058472e-05
1.7135135135135136,0.00011931870396859177
1.7334334334334334,0.00014980834872387736
1.7533533533533534,0.00018699691166851757
1.7732732732732732,0.00023210911402687817
1.7931931931931933,0.00028654557897190105
1.813113113113113,0.00035190029232004983
1.833033033033033,0.0004299787653780003
1.852952952952953,0.0005228168148821047
1.872872872872873,0.0006326998643741128
1.8927927927927928,0.0007621826615822208
1.9127127127127128,0.000914109297567885
1.9326326326326326,0.0010916334056795772
1.9525525525525527,0.0012982384118292451
1.9724724724724725,0.0015377577023580784
1.9923923923923925,0.0018143945718461295
2.012312312312312,0.002132741810685367
2.032232232232232,0.0024978007910946747
2.052152152152152,0.0029149999105055474
2.072072072072072,0.0033902122528670603
2.091991991991992,0.003929772331365451
2.111911911911912,0.004540491780272391
2.131831831831832,0.005229673869052804
2.151751751751752,0.00600512671839482
2.1716716716716715,0.00687517510537353
2.1915915915915916,0.007848670753425673
2.2115115115115116,0.008935001012078645
2.2314314314314316,0.010144095841335148
2.2513513513513512,0.011486433026138476
2.2712712712712713,0.01297304155732178
2.2911911911911913,0.01461550312675035
2.3111111111111113,0.01642595169589209
2.331031031031031,0.018417071108677026
2.350950950950951,0.02060209073112692
2.370870870870871,0.022994779111751427
2.3907907907907906,0.025609435668016038
2.4107107107107106,0.028460880415207914
2.4306306306306307,0.03156444176466761
2.4505505505505507,0.03493594242856365
2.4704704704704703,0.03859168347806969
2.4903903903903903,0.04254842661094609
2.5103103103103104,0.04682337469303111
2.5302302302302304,0.05143415064602709
2.55015015015015,0.05639877476114872
2.57007007007007,0.061735640524689335
2.58998998998999,0.06746348904732637
2.60990990990991,0.07360138219403393
2.6298298298298297,0.08016867451578498
2.6497497497497497,0.08718498408781707
2.66966966966967,0.09467016236212716
2.6895895895895894,0.102644263144035
2.7095095095095094,0.11112751080418307
2.7294294294294295,0.12014026783818384
2.7493493493493495,0.1297030018863718
2.769269269269269,0.13983625232576133
2.789189189189189,0.15056059654538043
2.809109109109109,0.16189661601472052
2.829029029029029,0.1738648622530962
2.848948948948949,0.18648582280533854
2.868868868868869,0.19977988732642124
2.888788788788789,0.21376731387447284
2.908708708708709,0.22846819550808928
2.9286286286286285,0.24390242728007683
2.9485485485485485,0.26008967371565384
2.9684684684684686,0.27704933685886407
2.988388388388388,0.2948005249664751
3.008308308308308,0.31336202192395457
3.0282282282282282,0.3327522574534221
3.0481481481481483,0.3529892781785453
3.068068068068068,0.3740907196065068
3.087987987987988,0.3960737790821791
3.107907907907908,0.4189551897647192
3.127827827827828,0.44275119567184357
3.1477477477477476,0.4674775278321944
3.1676676676676676,0.4931493815813244
3.1875875875875876,0.5197813950321593
3.2075075075075077,0.5473876287460665
3.2274274274274273,0.5759815466262134
3.2473473473473473,0.6055759980504474
3.2672672672672673,0.6361832012566834
3.2871871871871874,0.6678147279896938
3.307107107107107,0.7004814894142062
3.327027027027027,0.7341937232955243
3.346946946946947,0.7689609824451618
3.3668668668668666,0.804792124425666
3.3867867867867867,0.8416953025055299
3.4067067067067067,0.8796779578519889
3.4266266266266268,0.9187468129467271
3.4465465465465464,0.9589078662067342
3.4664664664664664,1.0001663877901859
3.4863863863863864,1.04252691656473
3.5063063063063065,1.0859932582136886
3.526226226226226,1.1305684844534711
3.546146146146146,1.1762549333339674
3.566066066066066,1.2230542105919118
3.585985985985986,1.2709671920259231
3.6059059059059058,1.3199940268605788
3.625825825825826,1.3701341420658337
3.645745745745746,1.4213862475970989
3.6656656656656654,1.47374834252054
3.6855855855855855,1.5272177219875147
3.7055055055055055,1.5817909850214005
3.7254254254254255,1.637464043079935
3.745345345345345,1.6942321293556342
3.765265265265265,1.7520898087768733
3.785185185185185,1.8110309886721656
3.8051051051051052,1.8710489300600794
3.825025025025025,1.9321362595276514
3.844944944944945,1.9942849816600645
3.864864864864865,2.0574864919850153
3.884784784784785,2.1217315903953855
3.9047047047047045,2.1870104950143445
3.9246246246246246,2.2533128564676757
3.9445445445445446,2.320627772528561
3.964464464464464,2.38894380310084
3.9843843843843842,2.4582489855073653
4.004304304304304,2.5285308500509953
4.024224224224224,2.599776435816389
4.044144144144144,2.671972306681639
4.0640640640640635,2.7451045675097627
4.083983983983984,2.8191588804908427
4.103903903903904,2.8941204816064574
4.123823823823823,2.969974197189189
4.143743743743744,3.0467044605508105
4.163663663663663,3.124295328653508
4.183583583583583,3.2027304988000282
4.203503503503503,3.2819933253189313
4.223423423423423,3.362066836222506
4.2433433433433425,3.4429337498159263
4.263263263263263,3.5245764912369366
4.283183183183183,3.6069772089063776
4.303103103103102,3.6901177908710756
4.323023023023023,3.773979881021282
4.342942942942942,3.8585448951657617
4.362862862862863,3.9437940369489444
4.382782782782782,4.029708313594893
4.402702702702702,4.116268551464322
4.422622622622622,4.203455411411157
4.442542542542542,4.2912494039266775
4.462462462462462,4.379630904059469
4.482382382382382,4.468580166100714
4.502302302302302,4.558077338024762
4.522222222222222,4.648102475676235
4.542142142142142,4.73863555669486
4.562062062062061,4.82965649417094
4.581981981981982,4.921145150024226
4.601901901901901,5.013081348100044
4.621821821821821,5.105444886977448
4.6417417417417415,5.198215552484062
4.661661661661661,5.2913731299137075
4.681581581581581,5.3848974159429295
4.701501501501501,5.478768230243508
4.721421421421421,5.572965426788215
4.741341341341341,5.667468904848002
4.761261261261261,5.76225861967885
4.78118118118118,5.857314592897576
4.801101101101101,5.952616922545764
4.8210210210210205,6.04814579284171
4.84094094094094,6.143881483620918
4.8608608608608606,6.239804379465419
4.88078078078078,6.335894978523439
4.9007007007007,6.432133901020344
4.92062062062062,6.528501897463125
4.94054054054054,6.624979856539944
4.96046046046046,6.721548812717596
4.98038038038038,6.818189953539231
5.0003003003002995,6.914884626625414
5.02022022022022,7.011614346381446
5.04014014014014,7.108360800414604
5.060060060060059,7.205105855664802
5.07997997997998,7.301831564252284
5.099899899899899,7.398520169046595
5.11981981981982,7.495154108960765
5.139739739739739,7.591716023975138
5.159659659659659,7.68818875989516
5.179579579579579,7.784555372847788
5.199499499499499,7.880799133521015
5.219419419419419,7.976903531151575
5.239339339339339,8.072852277265445
5.259259259259259,8.168629309176106
5.279179179179178,8.264218793245684
5.299099099099099,8.359605127914019
5.319019019019018,8.454772946500661
5.338938938938939,8.549707119785078
5.358858858858858,8.644392758370223
5.378778778778778,8.738815214834563
5.3986986986986985,8.832960085678083
5.418618618618618,8.926813213067065
5.438538538538538,9.020360686383285
5.458458458458458,9.1135888435826
5.478378378378378,9.206484272368154
5.498298298298298,9.299033811183602
5.518218218218218,9.391224550031152
5.538138138138137,9.483043831119936
5.558058058058058,9.5744792493495
5.5779779779779775,9.665518652633768
5.597897897897897,9.756150142070132
5.6178178178178175,9.846362071959026
5.637737737737737,9.936143049678565
5.657657657657657,10.025481935419359
5.677577577577577,10.11436784178414
5.697497497497497,10.202790133256935
5.717417417417417,10.290738425546683
5.737337337337337,10.378202584809502
5.7572572572572565,10.465172726754652
5.777177177177177,10.551639215638106
5.7970970970970965,10.637592663148634
5.817017017017016,10.723023927190315
5.836936936936937,10.807924110566033
5.856856856856856,10.892284559565802
5.876776776776776,10.976096862464491
5.896696696696696,11.059352847932189
5.916616616616616,11.142044583362074
5.936536536536536,11.224164373118855
5.956456456456456,11.305704756711975
5.9763763763763755,11.386658506897074
5.996296296296296,11.467018627709411
6.016216216216216,11.546778352432776
6.036136136136135,11.625931141507207
6.056056056056056,11.704470680379005
6.075975975975975,11.782390877296185
6.095895895895896,11.859685861052721
6.115815815815815,11.936349978684628
6.135735735735735,12.012377793120743
6.155655655655655,12.087764080791482
6.175575575575575,12.162503829198121
6.195495495495495,12.236592234445736
6.215415415415415,12.310024698742087
6.235335335335335,12.382796827865489
6.255255255255254,12.454904428604026
6.275175175175175,12.526343506168637
6.295095095095094,12.597110261582424
6.315015015015015,12.667201089048687
6.334934934934934,12.736612573299677
6.354854854854854,12.805341486928697
6.3747747747747745,12.873384787707028
6.394694694694694,12.940739615888512
6.414614614614614,13.00740329150307
6.434534534534534,13.073373311641456
6.454454454454454,13.13864734773324
6.474374374374374,13.203223242819197
6.494294294294294,13.26709900882062
6.514214214214213,13.330272823806485
6.534134134134134,13.392743029260725
6.5540540540540535,13.454508127350527
6.573973973973973,13.515566778197655
6.593893893893894,13.575917797153966
6.613813813813813,13.63556015208248
6.633733733733733,13.69449296064541
6.653653653653653,13.752715487600403
6.673573573573573,13.81022714210608
6.693493493493493,13.867027475038244
6.713413413413413,13.923116176317683
6.7333333333333325,13.978493072250602
6.753253253253253,14.033158122882952
6.773173173173173,14.087111419369283
6.793093093093092,14.140353181357305
6.813013013013013,14.192883754388792
6.832932932932932,14.24470360731803
6.852852852852852,14.295813329748018
6.872772772772772,14.346213629485884
6.892692692692692,14.3959053300175
6.912612612612612,14.444889368002624
6.932532532532532,14.493166790790648
6.952452452452452,14.540738753957921
6.972372372372372,14.587606518867158
6.992292292292292,14.63377145024911
7.012212212212211,14.67923501380758
7.032132132132132,14.723998773847669
7.052052052052051,14.768064390928172
7.071971971971972,14.811433619538068
7.091891891891891,14.854108305797824
7.111811811811811,14.896090385185778
7.1317317317317315,14.937381880289625
7.151651651651651,14.977984898583848
7.171571571571571,15.01790163023284
7.191491491491491,15.057134345920137
7.211411411411411,15.095685394704113
7.23133133133133,15.133557201900132
7.251251251251251,15.170752266989382
7.27117117117117,15.2072731615546
7.291091091091091,15.243122527242743
7.3110110110110105,15.278303073754639
7.33093093093093,15.31281757686201
7.3508508508508505,15.346668876451508
7.37077077077077,15.379859874596063
7.39069069069069,15.41239353365369
7.41061061061061,15.444272874393391
7.43053053053053,15.475500974148561
7.450450450450449,15.506080964997512
7.47037037037037,15.536016031971501
7.4902902902902895,15.565309411289824
7.51021021021021,15.593964388622023
7.5301301301301296,15.621984297377406
7.550050050050049,15.64937251702142
7.56996996996997,15.676132471418954
7.589889889889889,15.702267627204542
7.609809809809809,15.727781492179195
7.629729729729729,15.752677613733882
7.649649649649649,15.77695957729929
7.669569569569569,15.800631004822113
7.689489489489489,15.823695553267223
7.7094094094094086,15.84615691314602
7.729329329329329,15.868018807070529
7.749249249249249,15.889284988333028
7.769169169169168,15.909959239511311
7.789089089089089,15.930045371098924
7.809009009009008,15.949547220160778
7.828928928928928,15.968468649013396
7.848848848848848,15.986813543929834
7.868768768768768,16.004585813869067
7.888688688688688,16.021789389229617
7.908608608608608,16.03842822062704
7.928528528528528,16.054506277695342
7.948448448448448,16.070027547911707
7.968368368368368,16.084996035444746
7.988288288288287,16.099415760025614
8.008208208208208,16.113290755842044
8.028128128128127,16.126625070454885
8.048048048048049,16.139422763736945
8.067967967967968,16.151687906833992
8.087887887887888,16.16342458114747
8.107807807807808,16.17463687733886
8.127727727727727,16.185328894355226
8.147647647647647,16.19550473847599
8.167567567567566,16.20516852238034
8.187487487487488,16.214324364235242
8.207407407407407,16.222976386803722
8.227327327327327,16.231128716573135
8.247247247247246,16.238785482903303
8.267167167167166,16.245950817193876
8.287087087087086,16.252628852071357
8.307007007007007,16.258823720594552
8.326926926926927,16.264539555479242
8.346846846846846,16.269780488340974
8.366766766766766,16.274550648956208
8.386686686686685,16.2788541645412
8.406606606606607,16.282695159048952
8.426526526526526,16.286077752482957
8.446446446446446,16.28900606022877
8.466366366366366,16.291484192401914
8.486286286286285,16.29351625321277
8.506206206206205,16.295106340347814
8.526126126126126,16.29625854436679
8.546046046046046,16.296976948115983
8.565965965965965,16.29726562615702
8.585885885885885,16.29712864421105
8.605805805805804,16.296570058618194
8.625725725725726,16.295593915811622
8.645645645645645,16.29420425180656
8.665565565565565,16.292405091703568
8.685485485485485,16.290200449205916
8.705405405405404,16.28759432615109
8.725325325325324,16.284590712055756
8.745245245245245,16.281193583674348
8.765165165165165,16.277406904570892
8.785085085085084,16.273234624703605
8.805005005005004,16.268680680022644
8.824924924924924,16.26374899207995
8.844844844844845,16.25844346765179
8.864764764764764,16.25276799837325
8.884684684684684,16.246726460384462
8.904604604604604,16.240322713988792
8.924524524524523,16.23356060332226
8.944444444444445,16.226443956034235
8.964364364364364,16.218976582979234
8.984284284284284,16.211162277919406
9.004204204204203,16.203004817237765
9.024124124124123,16.19450795966183
9.044044044044043,16.18567544599731
9.063963963963964,16.176510998871976
9.083883883883884,16.167018322489362
9.103803803803803,16.1572011023919
9.123723723723723,16.147063005233747
9.143643643643642,16.136607678562573
9.163563563563564,16.12583875061075
9.183483483483483,16.114759830095128
9.203403403403403,16.103374506025595
9.223323323323322,16.091686347522288
9.243243243243242,16.079698903640928
9.263163163163162,16.0674157032065
9.283083083083083,16.05484025465487
9.303003003003003,16.04197604588218
9.322922922922922,16.028826544102063
9.342842842842842,16.015395195710116
9.362762762762761,16.001685426155962
9.382682682682683,15.987700639822346
9.402602602602602,15.973444219911244
9.422522522522522,15.95891952833692
9.442442442442442,15.944129905625742
9.462362362362361,15.929078670822314
9.48228228228228,15.913769121402321
9.502202202202202,15.89820453319149
9.522122122122122,15.882388160290724
9.542042042042041,15.86632323500716
9.561961961961961,15.850012967791221
9.58188188188188,15.833460547179236
9.601801801801802,15.816669139741721
9.621721721721721,15.79964189003701
9.641641641641641,15.782381920570439
9.66156156156156,15.764892331758384
9.68148148148148,15.74717620189766
9.7014014014014,15.729236587139674
9.721321321321321,15.7110765214695
9.74124124124124,15.692699016689609
9.76116116116116,15.67410706240817
9.78108108108108,15.655303626031856
9.801001001001,15.636291652763012
9.820920920920921,15.617074065600997
9.84084084084084,15.597653765347712
9.86076076076076,15.578033630617188
9.88068068068068,15.558216517848946
9.9006006006006,15.538205261325425
9.92052052052052,15.518002673192823
9.94044044044044,15.497611543485824
9.96036036036036,15.477034640155674
9.98028028028028,15.456274709101665
10.000200200200199,15.435334474206142
10.020120120120119,15.414216637372435
10.04004004004004,15.3929238785662
10.05995995995996,15.371458855859762
10.07987987987988,15.349824205479168
10.099799799799799,15.32802254185456
10.119719719719718,15.30605645767287
10.13963963963964,15.283928523933605
10.15955955955956,15.26164129000705
10.179479479479479,15.23919728369506
10.199399399399399,15.216599011294342
10.219319319319318,15.193848957662144
10.239239239239238,15.170949586284221
10.259159159159159,15.147903339345042
10.279079079079079,15.124712637800238
10.298998998998998,15.101379881451075
10.318918918918918,15.077907449020977
10.338838838838837,15.054297698234025
10.358758758758759,15.03055296589541
10.378678678678678,15.006675567973563
10.398598598598598,14.982667799684195
10.418518518518518,14.95853193557601
10.438438438438437,14.934270229617992
10.458358358358357,14.909884915288426
10.478278278278278,14.885378205665223
10.498198198198198,14.860752293517901
10.518118118118117,14.836009351400948
10.538038038038037,14.811151531748468
10.557957957957957,14.786180966970134
10.577877877877878,14.761099769548471
10.597797797797798,14.735910032137276
10.617717717717717,14.710613827661223
10.637637637637637,14.685213209416457
10.657557557557556,14.65971021117241
10.677477477477476,14.634106847274506
10.697397397397397,14.60840511274782
10.717317317317317,14.5826069834017
10.737237237237236,14.556714415935204
10.757157157157156,14.530729348043415
10.777077077077076,14.504653698524491
10.796996996996997,14.47848936738747
10.816916916916917,14.452238235960781
10.836836836836836,14.42590216700142
10.856756756756756,14.399483004804702
10.876676676676675,14.372982575314719
10.896596596596597,14.346402686235143
10.916516516516516,14.319745127140763
10.936436436436436,14.29301166958935
10.956356356356356,14.266204067233998
10.976276276276275,14.239324055935933
10.996196196196195,14.212373353877616
11.016116116116116,14.185353661676235
11.036036036036036,14.158266662497565
11.055955955955955,14.131114022169939
11.075875875875875,14.103897389298726
11.095795795795794,14.0766183953808
11.115715715715716,14.049278654919346
11.135635635635635,14.021879765538843
11.155555555555555,13.99442330810005
11.175475475475475,13.966910846815313
11.195395395395394,13.939343929363849
11.215315315315314,13.911724087007038
11.235235235235235,13.884052834703935
11.255155155155155,13.856331671226682
11.275075075075074,13.8285620792759
11.294994994994994,13.80074552559621
11.314914914914914,13.772883461091478
11.334834834834835,13.74497732094027
11.354754754754754,13.717028524710965
11.374674674674674,13.689038476476949
11.394594594594594,13.661008564931583
11.414514514514513,13.632940163503095
11.434434434434433,13.60483463046924
11.454354354354354,13.576693309071878
11.474274274274274,13.548517527631272
11.494194194194193,13.52030859966023
11.514114114114113,13.492067823977974
11.534034034034033,13.463796484823796
11.553953953953954,13.435495851970515
11.573873873873874,13.407167180837527
11.593793793793793,13.378811712603696
11.613713713713713,13.350430674319842
11.633633633633632,13.322025279021053
11.653553553553552,13.293596725838487
11.673473473473473,13.265146200111042
11.693393393393393,13.236674873496463
11.713313313313312,13.208183904082299
11.733233233233232,13.179674436496311
11.753153153153152,13.151147602016602
11.773073073073073,13.122604518681317
11.792992992992993,13.094046291397913
11.812912912912912,13.065474012052096
11.832832832832832,13.036888759616213
11.852752752752751,13.008291600257387
11.872672672672673,12.979683587444953
11.892592592592592,12.951065762057736
11.912512512512512,12.922439152490629
11.932432432432432,12.893804774760858
11.952352352352351,12.865163632613733
11.97227227227227,12.836516717627829
11.992192192192192,12.807865009319821
12.012112112112112,12.77920947524879
12.032032032032031,12.750551071119887
12.051951951951951,12.721890740887693
12.07187187187187,12.693229416858976
12.091791791791792,12.664568019794839
12.111711711711711,12.635907459012563
12.131631631631631,12.607248632486671
12.15155155155155,12.578592426949655
12.17147147147147,12.549939717992078
12.19139139139139,12.521291370162102
12.211311311311311,12.49264823706457
12.23123123123123,12.46401116145947
12.25115115115115,12.435380975359807
12.27107107107107,12.40675850012903
12.29099099099099,12.37814454657778
12.310910910910911,12.349539915060143
12.33083083083083,12.320945395569382
12.35075075075075,12.292361767832915
12.37067067067067,12.263789801406968
12.39059059059059,12.235230255770427
12.410510510510509,12.2066838804183
12.43043043043043,12.178151414954447
12.45035035035035,12.149633589183846
12.47027027027027,12.121131123204199
12.490190190190189,12.092644727497005
12.510110110110109,12.064175103017996
12.53003003003003,12.035722941287068
12.54994994994995,12.007288924477512
12.56986986986987,11.978873725504767
12.589789789789789,11.950478008114493
12.609709709709708,11.922102426970158
12.629629629629628,11.893747627739911
12.64954954954955,11.86541424718294
12.669469469469469,11.837102913235267
12.689389389389389,11.808814245094842
12.709309309309308,11.780548853306174
12.729229229229228,11.752307339844288
12.749149149149149,11.724090298198105
12.769069069069069,11.695898313453222
12.788988988988988,11.667731962374212
12.808908908908908,11.639591813486119
12.828828828828827,11.611478427155554
12.848748748748749,11.583392355671155
12.868668668668668,11.555334143323384
12.888588588588588,11.527304326483856
12.908508508508508,11.49930343368395
12.928428428428427,11.471331985692945
12.948348348348347,11.443390495595573
12.968268268268268,11.415479468868853
12.988188188188188,11.38759940345854
13.008108108108107,11.359750789854834
13.028028028028027,11.331934111167584
13.047947947947947,11.304149843200928
13.067867867867868,11.276398454527286
13.087787787787788,11.248680406560888
13.107707707707707,11.220996153630633
13.127627627627627,11.193346143052402
13.147547547547546,11.165730815200861
13.167467467467466,11.138150603580621
13.187387387387387,11.110605934896855
13.207307307307307,11.083097229125418
13.227227227227226,11.055624899582279
13.247147147147146,11.02818935299253
13.267067067067066,11.000790989558768
13.286986986986987,10.97343020302889
13.306906906906907,10.946107380763445
13.326826826826826,10.918822903802303
13.346746746746746,10.891577146930938
13.366666666666665,10.864370478745963
13.386586586586585,10.837203261720342
13.406506506506506,10.81007585226789
13.426426426426426,10.782988600807322
13.446346346346346,10.755941851825755
13.466266266266265,10.728935943941671
13.486186186186185,10.701971209967326
13.506106106106106,10.675047976970712
13.526026026026026,10.64816656633686
13.545945945945945,10.62132729382879
13.565865865865865,10.594530469647813
13.585785785785784,10.56777639849332
13.605705705705704,10.541065379622193
13.625625625625625,10.514397706907497
13.645545545545545,10.487773668896883
13.665465465465465,10.461193548870305
13.685385385385384,10.434657624897339
13.705305305305304,10.408166169893967
13.725225225225225,10.381719451678887
13.745145145145145,10.355317733029297
13.765065065065064,10.328961271736226
13.784984984984984,10.30265032065933
13.804904904904904,10.276385127781232
13.824824824824823,10.25016593626143
13.844744744744744,10.22399298448959
13.864664664664664,10.197866506138553
13.884584584584584,10.171786730216661
13.904504504504503,10.145753881119774
13.924424424424423,10.11976817868276
13.944344344344344,10.093829838230523
13.964264264264264,10.067939070628537
13.984184184184183,10.042096082333012
14.004104104104103,10.01630107544049
14.024024024024023,9.990554247737101
14.043943943943944,9.964855792747283
14.063863863863864,9.939205899782088
14.083783783783783,9.913604753987075
14.103703703703703,9.88805253638972
14.123623623623622,9.862549423946373
14.143543543543542,9.837095589588866
14.163463463463463,9.811691202270602
14.183383383383383,9.786336427012253
14.203303303303302,9.761031424947042
14.223223223223222,9.735776353365567
14.243143143143142,9.710571365760279
14.263063063063063,9.685416611869416
14.282982982982983,9.66031223772069
14.302902902902902,9.635258385674407
14.322822822822822,9.610255194466292
14.342742742742741,9.585302799249854
14.362662662662661,9.560401331638356
14.382582582582582,9.53555091974641
14.402502502502502,9.510751688231153
14.422422422422422,9.486003758333032
14.442342342342341,9.461307247916233
14.46226226226226,9.436662271508652
14.482182182182182,9.41206894034158
14.502102102102102,9.387527362388921
14.522022022022021,9.363037642406077
14.541941941941941,9.338599881968461
14.56186186186186,9.314214179509598
14.58178178178178,9.289880630358901
14.601701701701701,9.265599326779077
14.621621621621621,9.241370358003136
14.64154154154154,9.217193810271073
14.66146146146146,9.193069766866175
14.68138138138138,9.168998308150986
14.701301301301301,9.144979511602907
14.72122122122122,9.121013451849453
14.74114114114114,9.097100200703164
14.76106106106106,9.073239827196186
14.78098098098098,9.049432397614485
14.8009009009009,9.025677975531718
14.82082082082082,9.001976621842838
14.84074074074074,8.97832839479726
14.86066066066066,8.954733350031784
14.88058058058058,8.93119154060316
14.900500500500499,8.907703017020308
14.92042042042042,8.884267827276261
14.94034034034034,8.860886016879748
14.96026026026026,8.837557628886481
14.980180180180179,8.814282703930136
15.000100100100099,8.791061280252988
15.02002002002002,8.767893393736287
15.03993993993994,8.744779077930298
15.05985985985986,8.721718364084017
15.079779779779779,8.698711281174656
15.099699699699698,8.675757855936727
15.119619619619618,8.652858112890955
15.13953953953954,8.630012074372777
15.159459459459459,8.607219760560652
15.179379379379379,8.584481189503983
15.199299299299298,8.561796377150866
15.219219219219218,8.539165337375447
15.239139139139139,8.516588082005075
15.259059059059059,8.494064620847155
15.278978978978978,8.471594961715699
15.298898898898898,8.449179110457635
15.318818818818817,8.426817070978828
15.338738738738737,8.404508845269874
15.358658658658658,8.382254433431555
15.378578578578578,8.360053833700073
15.398498498498498,8.337907042472034
15.418418418418417,8.315814054329131
15.438338338338337,8.293774862062655
15.458258258258258,8.271789456697611
15.478178178178178,8.249857827516724
15.498098098098097,8.227979962084113
15.518018018018017,8.206155846268723
15.537937937937937,8.184385464267574
15.557857857857856,8.162668798628658
15.577777777777778,8.14100583027371
15.597697697697697,8.119396538520641
15.617617617617617,8.097840901105823
15.637537537537536,8.076338894206055
15.657457457457456,8.054890492460364
15.677377377377377,8.033495668991547
15.697297297297297,8.012154395427475
15.717217217217216,7.990866641922193
15.737137137137136,7.969632377176753
15.757057057057056,7.948451568459924
15.776976976976975,7.927324181628551
15.796896896896897,7.90625018114779
15.816816816816816,7.885229530111088
15.836736736736736,7.864262190259959
15.856656656656655,7.843348122003555
15.876576576576575,7.822487284438013
15.896496496496496,7.801679635365594
15.916416416416416,7.780925131313634
15.936336336336336,7.760223727553259
15.956256256256255,7.739575378117956
15.976176176176175,7.718980035821857
15.996096096096096,7.6984376522778994
16.016016016016017,7.677948177915761
16.035935935935935,7.657511561999614
16.055855855855857,7.637127752645629
16.075775775775774,7.6167966968393905
16.095695695695696,7.596518340453029
16.115615615615617,7.5762926282621965
16.135535535535535,7.556119503962923
16.155455455455456,7.535998910188115
16.175375375375378,7.515930788524113
16.195295295295296,7.495915079526854
16.215215215215217,7.475951722737953
16.235135135135135,7.4560406567006465
16.255055055055056,7.436181818975427
16.274974974974977,7.416375146155674
16.294894894894895,7.396620573882971
16.314814814814817,7.376918036862314
16.334734734734734,7.357267468877164
16.354654654654656,7.337668802804288
16.374574574574574,7.318121970628498
16.394494494494495,7.298626903457135
16.414414414414416,7.279183531534495
16.434334334334334,7.259791784256
16.454254254254256,7.240451590182275
16.474174174174173,7.221162877053063
16.494094094094095,7.201925571800921
16.514014014014016,7.182739600564851
16.533933933933934,7.163604888703698
16.553853853853855,7.144521360809459
16.573773773773773,7.125488940720404
16.593693693693695,7.106507551534052
16.613613613613616,7.0875771156200305
16.633533533533534,7.068697554632752
16.653453453453455,7.049868789523949
16.673373373373373,7.031090740555102
16.693293293293294,7.012363327309684
16.713213213213216,6.993686468705294
