"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5"
"Date/Time","Date/Time","above last glass","under first glass","black bottom","underside bottom","solar ins"
"","","°C","°C","°C","°C","W/m^2"
"2024-09-13 12:56:56","45548.5395370370","50.3","59.0","69.2","61.7","952.660"
"2024-09-13 12:56:57","45548.5395486111","50.3","59.0","69.2","61.7","952.660"
"2024-09-13 12:56:58","45548.5395601852","50.3","59.0","69.2","61.7","952.660"
"2024-09-13 12:56:59","45548.5395717593","50.4","59.0","69.2","61.7","952.660"
"2024-09-13 12:57:00","45548.5395833333","50.4","59.0","69.2","61.7","952.660"
"2024-09-13 12:57:01","45548.5395949074","50.4","59.0","69.2","61.7","952.419"
"2024-09-13 12:57:02","45548.5396064815","50.4","59.0","69.2","61.7","952.179"
"2024-09-13 12:57:03","45548.5396180556","50.4","59.0","69.2","61.7","951.938"
"2024-09-13 12:57:04","45548.5396296296","50.4","59.0","69.2","61.7","952.419"
"2024-09-13 12:57:05","45548.5396412037","50.4","59.0","69.2","61.7","952.419"
"2024-09-13 12:57:06","45548.5396527778","50.3","59.0","69.2","61.7","952.419"
"2024-09-13 12:57:07","45548.5396643519","50.4","59.0","69.2","61.7","952.179"
"2024-09-13 12:57:08","45548.5396759259","50.4","59.0","69.2","61.7","951.938"
"2024-09-13 12:57:09","45548.5396875000","50.4","59.0","69.2","61.7","952.179"
"2024-09-13 12:57:10","45548.5396990741","50.5","59.0","69.2","61.7","951.938"
"2024-09-13 12:57:11","45548.5397106481","50.5","59.0","69.2","61.7","951.938"
"2024-09-13 12:57:12","45548.5397222222","50.5","59.0","69.2","61.7","951.698"
"2024-09-13 12:57:13","45548.5397337963","50.5","59.0","69.2","61.7","951.698"
"2024-09-13 12:57:14","45548.5397453704","50.5","59.0","69.2","61.7","951.217"
"2024-09-13 12:57:15","45548.5397569444","50.5","59.0","69.2","61.7","951.457"
"2024-09-13 12:57:16","45548.5397685185","50.6","59.0","69.2","61.7","951.457"
"2024-09-13 12:57:17","45548.5397800926","50.6","59.0","69.2","61.7","950.976"
"2024-09-13 12:57:18","45548.5397916667","50.7","59.0","69.2","61.7","950.976"
"2024-09-13 12:57:19","45548.5398032407","50.7","59.0","69.2","61.7","950.736"
"2024-09-13 12:57:20","45548.5398148148","50.7","59.0","69.2","61.7","951.217"
"2024-09-13 12:57:21","45548.5398263889","50.7","59.0","69.2","61.8","951.217"
"2024-09-13 12:57:22","45548.5398379630","50.8","59.0","69.2","61.7","951.457"
"2024-09-13 12:57:23","45548.5398495370","50.8","59.0","69.2","61.7","951.457"
"2024-09-13 12:57:24","45548.5398611111","50.8","59.0","69.2","61.8","950.976"
"2024-09-13 12:57:25","45548.5398726852","50.8","59.0","69.2","61.7","951.457"
"2024-09-13 12:57:26","45548.5398842593","50.8","59.0","69.2","61.7","951.217"
"2024-09-13 12:57:27","45548.5398958333","50.8","59.0","69.2","61.8","951.457"
"2024-09-13 12:57:28","45548.5399074074","50.8","59.0","69.3","61.8","951.938"
"2024-09-13 12:57:29","45548.5399189815","50.8","59.0","69.2","61.8","952.179"
"2024-09-13 12:57:30","45548.5399305556","50.8","59.0","69.3","61.8","952.900"
"2024-09-13 12:57:31","45548.5399421296","50.8","59.0","69.3","61.8","952.900"
"2024-09-13 12:57:32","45548.5399537037","50.8","59.0","69.3","61.8","952.900"
"2024-09-13 12:57:33","45548.5399652778","50.7","59.0","69.3","61.8","953.141"
"2024-09-13 12:57:34","45548.5399768519","50.7","59.0","69.3","61.8","952.900"
"2024-09-13 12:57:35","45548.5399884259","50.6","59.0","69.3","61.8","953.381"
"2024-09-13 12:57:36","45548.5400000000","50.5","59.0","69.3","61.8","953.622"
"2024-09-13 12:57:37","45548.5400115741","50.5","59.0","69.3","61.8","953.381"
"2024-09-13 12:57:38","45548.5400231481","50.5","59.0","69.3","61.8","952.660"
"2024-09-13 12:57:39","45548.5400347222","50.4","59.0","69.3","61.8","952.660"
"2024-09-13 12:57:40","45548.5400462963","50.4","59.0","69.3","61.8","952.660"
"2024-09-13 12:57:41","45548.5400578704","50.3","59.0","69.3","61.8","952.419"
"2024-09-13 12:57:42","45548.5400694444","50.2","59.0","69.3","61.8","952.660"
"2024-09-13 12:57:43","45548.5400810185","50.1","59.0","69.3","61.8","952.900"
"2024-09-13 12:57:44","45548.5400925926","50.1","59.0","69.3","61.8","952.660"
"2024-09-13 12:57:45","45548.5401041667","50.1","59.0","69.3","61.8","951.938"
"2024-09-13 12:57:46","45548.5401157407","50.1","59.0","69.3","61.8","951.938"
"2024-09-13 12:57:47","45548.5401273148","50.1","59.0","69.3","61.8","951.698"
"2024-09-13 12:57:48","45548.5401388889","50.0","59.0","69.3","61.8","952.179"
"2024-09-13 12:57:49","45548.5401504630","50.0","59.1","69.3","61.8","952.660"
"2024-09-13 12:57:50","45548.5401620370","50.0","59.1","69.3","61.8","952.660"
"2024-09-13 12:57:51","45548.5401736111","50.0","59.1","69.3","61.8","952.660"
"2024-09-13 12:57:52","45548.5401851852","50.0","59.1","69.3","61.8","952.419"
"2024-09-13 12:57:53","45548.5401967593","50.0","59.1","69.3","61.8","951.938"
"2024-09-13 12:57:54","45548.5402083333","50.0","59.1","69.3","61.8","951.938"
"2024-09-13 12:57:55","45548.5402199074","50.0","59.1","69.3","61.8","951.938"
"2024-09-13 12:57:56","45548.5402314815","50.0","59.1","69.3","61.8","951.938"
"2024-09-13 12:57:57","45548.5402430556","50.1","59.1","69.3","61.8","951.938"
"2024-09-13 12:57:58","45548.5402546296","50.1","59.1","69.3","61.8","952.179"
"2024-09-13 12:57:59","45548.5402662037","50.0","59.1","69.3","61.8","952.660"
"2024-09-13 12:58:00","45548.5402777778","50.0","59.1","69.3","61.8","952.660"
"2024-09-13 12:58:01","45548.5402893519","50.0","59.1","69.3","61.8","952.419"
"2024-09-13 12:58:02","45548.5403009259","50.0","59.1","69.3","61.8","952.419"
"2024-09-13 12:58:03","45548.5403125000","49.9","59.1","69.3","61.8","952.660"
"2024-09-13 12:58:04","45548.5403240741","49.9","59.1","69.3","61.8","952.419"
"2024-09-13 12:58:05","45548.5403356481","49.9","59.1","69.3","61.8","952.179"
"2024-09-13 12:58:06","45548.5403472222","49.8","59.0","69.2","61.7","951.938"
"2024-09-13 12:58:07","45548.5403587963","49.8","59.0","69.2","61.7","951.217"
"2024-09-13 12:58:08","45548.5403703704","49.8","59.0","69.2","61.7","951.217"
"2024-09-13 12:58:09","45548.5403819444","49.8","59.0","69.2","61.7","950.976"
"2024-09-13 12:58:10","45548.5403935185","49.8","59.0","69.2","61.7","950.736"
"2024-09-13 12:58:11","45548.5404050926","49.8","59.0","69.2","61.7","950.255"
"2024-09-13 12:58:12","45548.5404166667","49.8","59.0","69.2","61.7","950.495"
"2024-09-13 12:58:13","45548.5404282407","49.8","59.0","69.2","61.7","950.255"
"2024-09-13 12:58:14","45548.5404398148","49.8","59.0","69.2","61.7","950.014"
"2024-09-13 12:58:15","45548.5404513889","49.8","59.0","69.3","61.7","950.255"
"2024-09-13 12:58:16","45548.5404629630","49.8","59.0","69.3","61.7","950.014"
"2024-09-13 12:58:17","45548.5404745370","49.7","59.0","69.3","61.7","950.495"
"2024-09-13 12:58:18","45548.5404861111","49.7","59.0","69.3","61.7","950.495"
"2024-09-13 12:58:19","45548.5404976852","49.6","59.0","69.3","61.7","951.217"
"2024-09-13 12:58:20","45548.5405092593","49.6","59.0","69.3","61.7","951.457"
"2024-09-13 12:58:21","45548.5405208333","49.5","59.0","69.3","61.6","951.457"
"2024-09-13 12:58:22","45548.5405324074","49.5","59.0","69.3","61.6","951.217"
"2024-09-13 12:58:23","45548.5405439815","49.4","59.0","69.3","61.6","950.976"
"2024-09-13 12:58:24","45548.5405555556","49.4","59.0","69.3","61.6","950.495"
"2024-09-13 12:58:25","45548.5405671296","49.4","59.1","69.3","61.6","950.255"
"2024-09-13 12:58:26","45548.5405787037","49.4","59.1","69.3","61.6","949.774"
"2024-09-13 12:58:27","45548.5405902778","49.4","59.1","69.3","61.6","950.255"
"2024-09-13 12:58:28","45548.5406018519","49.4","59.1","69.3","61.7","949.533"
"2024-09-13 12:58:29","45548.5406134259","49.4","59.1","69.3","61.7","949.533"
"2024-09-13 12:58:30","45548.5406250000","49.4","59.1","69.3","61.7","949.774"
"2024-09-13 12:58:31","45548.5406365741","49.4","59.1","69.3","61.7","949.774"
"2024-09-13 12:58:32","45548.5406481481","49.4","59.1","69.3","61.7","950.255"
"2024-09-13 12:58:33","45548.5406597222","49.4","59.1","69.3","61.7","950.014"
"2024-09-13 12:58:34","45548.5406712963","49.4","59.1","69.3","61.7","949.774"
"2024-09-13 12:58:35","45548.5406828704","49.4","59.1","69.3","61.7","950.495"
"2024-09-13 12:58:36","45548.5406944444","49.4","59.1","69.3","61.7","950.495"
"2024-09-13 12:58:37","45548.5407060185","49.4","59.1","69.3","61.7","950.736"
"2024-09-13 12:58:38","45548.5407175926","49.4","59.1","69.3","61.7","950.976"
"2024-09-13 12:58:39","45548.5407291667","49.4","59.1","69.3","61.7","950.736"
"2024-09-13 12:58:40","45548.5407407407","49.4","59.1","69.3","61.7","950.976"
"2024-09-13 12:58:41","45548.5407523148","49.4","59.1","69.3","61.7","950.736"
"2024-09-13 12:58:42","45548.5407638889","49.4","59.1","69.3","61.7","950.976"
"2024-09-13 12:58:43","45548.5407754630","49.4","59.1","69.3","61.7","950.495"
"2024-09-13 12:58:44","45548.5407870370","49.4","59.1","69.3","61.7","950.255"
"2024-09-13 12:58:45","45548.5407986111","49.4","59.1","69.3","61.7","949.774"
"2024-09-13 12:58:46","45548.5408101852","49.4","59.1","69.3","61.7","950.014"
"2024-09-13 12:58:47","45548.5408217593","49.4","59.1","69.3","61.7","949.774"
"2024-09-13 12:58:48","45548.5408333333","49.4","59.1","69.3","61.7","950.014"
"2024-09-13 12:58:49","45548.5408449074","49.3","59.0","69.2","61.6","949.774"
"2024-09-13 12:58:50","45548.5408564815","49.3","59.0","69.2","61.6","950.014"
"2024-09-13 12:58:51","45548.5408680556","49.3","59.0","69.2","61.6","949.293"
"2024-09-13 12:58:52","45548.5408796296","49.4","59.0","69.2","61.6","949.533"
"2024-09-13 12:58:53","45548.5408912037","49.4","59.0","69.3","61.6","949.533"
"2024-09-13 12:58:54","45548.5409027778","49.4","59.0","69.3","61.6","949.533"
"2024-09-13 12:58:55","45548.5409143519","49.5","59.0","69.3","61.6","949.533"
"2024-09-13 12:58:56","45548.5409259259","49.5","59.0","69.3","61.6","949.293"
"2024-09-13 12:58:57","45548.5409375000","49.5","59.0","69.3","61.6","950.014"
"2024-09-13 12:58:58","45548.5409490741","49.6","59.0","69.3","61.6","950.014"
"2024-09-13 12:58:59","45548.5409606481","49.6","59.0","69.3","61.6","950.014"
"2024-09-13 12:59:00","45548.5409722222","49.5","59.0","69.3","61.6","950.255"
"2024-09-13 12:59:01","45548.5409837963","49.5","59.0","69.3","61.6","949.774"
"2024-09-13 12:59:02","45548.5409953704","49.6","59.1","69.3","61.6","950.014"
"2024-09-13 12:59:03","45548.5410069444","49.6","59.1","69.3","61.6","950.014"
"2024-09-13 12:59:04","45548.5410185185","49.5","59.1","69.3","61.6","950.014"
"2024-09-13 12:59:05","45548.5410300926","49.5","59.1","69.3","61.6","950.736"
"2024-09-13 12:59:06","45548.5410416667","49.4","59.1","69.3","61.6","950.495"
"2024-09-13 12:59:07","45548.5410532407","49.4","59.1","69.3","61.6","950.976"
"2024-09-13 12:59:08","45548.5410648148","49.5","59.1","69.3","61.6","950.495"
"2024-09-13 12:59:09","45548.5410763889","49.5","59.1","69.3","61.6","950.255"
"2024-09-13 12:59:10","45548.5410879630","49.5","59.1","69.3","61.6","950.255"
"2024-09-13 12:59:11","45548.5410995370","49.6","59.1","69.3","61.6","949.774"
"2024-09-13 12:59:12","45548.5411111111","49.6","59.1","69.3","61.6","950.014"
"2024-09-13 12:59:13","45548.5411226852","49.6","59.1","69.3","61.6","950.495"
"2024-09-13 12:59:14","45548.5411342593","49.7","59.1","69.3","61.6","950.255"
"2024-09-13 12:59:15","45548.5411458333","49.7","59.1","69.3","61.6","949.774"
"2024-09-13 12:59:16","45548.5411574074","49.7","59.1","69.3","61.6","950.014"
"2024-09-13 12:59:17","45548.5411689815","49.7","59.1","69.3","61.6","949.533"
"2024-09-13 12:59:18","45548.5411805556","49.8","59.1","69.3","61.6","948.812"
"2024-09-13 12:59:19","45548.5411921296","49.8","59.1","69.3","61.6","949.774"
"2024-09-13 12:59:20","45548.5412037037","49.8","59.1","69.3","61.6","949.774"
"2024-09-13 12:59:21","45548.5412152778","49.8","59.1","69.3","61.6","950.014"
"2024-09-13 12:59:22","45548.5412268518","49.7","59.1","69.3","61.6","950.495"
"2024-09-13 12:59:23","45548.5412384259","49.7","59.1","69.3","61.6","950.736"
"2024-09-13 12:59:24","45548.5412500000","49.6","59.1","69.3","61.6","950.976"
"2024-09-13 12:59:25","45548.5412615741","49.6","59.1","69.3","61.6","950.976"
"2024-09-13 12:59:26","45548.5412731481","49.7","59.1","69.3","61.7","950.495"
"2024-09-13 12:59:27","45548.5412847222","49.7","59.1","69.3","61.7","950.736"
"2024-09-13 12:59:28","45548.5412962963","49.7","59.1","69.3","61.7","950.736"
"2024-09-13 12:59:29","45548.5413078704","49.7","59.1","69.3","61.7","950.255"
"2024-09-13 12:59:30","45548.5413194444","49.7","59.1","69.3","61.7","950.014"
"2024-09-13 12:59:31","45548.5413310185","49.7","59.1","69.3","61.7","949.774"
"2024-09-13 12:59:32","45548.5413425926","49.8","59.1","69.3","61.7","949.293"
"2024-09-13 12:59:33","45548.5413541667","49.8","59.1","69.3","61.7","949.774"
"2024-09-13 12:59:34","45548.5413657407","49.7","59.1","69.3","61.7","949.533"
"2024-09-13 12:59:35","45548.5413773148","49.7","59.1","69.3","61.7","950.014"
"2024-09-13 12:59:36","45548.5413888889","49.7","59.1","69.3","61.7","950.014"
"2024-09-13 12:59:37","45548.5414004630","49.6","59.0","69.2","61.6","949.774"
"2024-09-13 12:59:38","45548.5414120370","49.7","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:39","45548.5414236111","49.7","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:40","45548.5414351852","49.7","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:41","45548.5414467593","49.7","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:42","45548.5414583333","49.6","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:43","45548.5414699074","49.6","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:44","45548.5414814815","49.6","59.0","69.3","61.6","949.293"
"2024-09-13 12:59:45","45548.5414930556","49.6","59.0","69.3","61.6","949.293"
"2024-09-13 12:59:46","45548.5415046296","49.6","59.0","69.3","61.6","949.293"
"2024-09-13 12:59:47","45548.5415162037","49.6","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:48","45548.5415277778","49.6","59.0","69.3","61.6","949.533"
"2024-09-13 12:59:49","45548.5415393518","49.5","59.0","69.3","61.6","949.052"
"2024-09-13 12:59:50","45548.5415509259","49.6","59.0","69.3","61.6","948.812"
"2024-09-13 12:59:51","45548.5415625000","49.6","59.0","69.3","61.6","948.812"
"2024-09-13 12:59:52","45548.5415740741","49.5","59.0","69.3","61.6","948.812"
"2024-09-13 12:59:53","45548.5415856481","49.5","59.0","69.3","61.6","948.812"
"2024-09-13 12:59:54","45548.5415972222","49.5","59.0","69.3","61.6","949.293"
"2024-09-13 12:59:55","45548.5416087963","49.6","59.0","69.3","61.6","949.293"
"2024-09-13 12:59:56","45548.5416203704","49.6","59.0","69.3","61.6","949.052"
"2024-09-13 12:59:57","45548.5416319444","49.6","59.0","69.3","61.6","949.052"
"2024-09-13 12:59:58","45548.5416435185","49.6","59.0","69.3","61.6","948.571"
"2024-09-13 12:59:59","45548.5416550926","49.6","59.0","69.3","61.6","948.812"
"2024-09-13 13:00:00","45548.5416666667","49.5","59.0","69.3","61.6","949.052"
"2024-09-13 13:00:01","45548.5416782407","49.5","59.0","69.3","61.6","948.812"
"2024-09-13 13:00:02","45548.5416898148","49.6","59.1","69.3","61.6","948.812"
"2024-09-13 13:00:03","45548.5417013889","49.6","59.0","69.3","61.6","948.812"
"2024-09-13 13:00:04","45548.5417129630","49.6","59.1","69.3","61.6","949.052"
"2024-09-13 13:00:05","45548.5417245370","49.6","59.1","69.3","61.6","949.293"
"2024-09-13 13:00:06","45548.5417361111","49.6","59.1","69.3","61.6","949.293"
"2024-09-13 13:00:07","45548.5417476852","49.6","59.0","69.3","61.6","948.812"
"2024-09-13 13:00:08","45548.5417592593","49.6","59.1","69.3","61.6","949.052"
"2024-09-13 13:00:09","45548.5417708333","49.7","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:10","45548.5417824074","49.7","59.0","69.3","61.7","948.330"
"2024-09-13 13:00:11","45548.5417939815","49.8","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:12","45548.5418055556","49.8","59.0","69.3","61.7","948.571"
"2024-09-13 13:00:13","45548.5418171296","49.8","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:14","45548.5418287037","49.8","59.1","69.3","61.7","949.052"
"2024-09-13 13:00:15","45548.5418402778","49.8","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:16","45548.5418518518","49.8","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:17","45548.5418634259","49.8","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:18","45548.5418750000","49.9","59.1","69.3","61.7","947.849"
"2024-09-13 13:00:19","45548.5418865741","49.9","59.1","69.3","61.7","948.090"
"2024-09-13 13:00:20","45548.5418981481","50.0","59.1","69.3","61.7","947.609"
"2024-09-13 13:00:21","45548.5419097222","50.0","59.1","69.3","61.7","947.609"
"2024-09-13 13:00:22","45548.5419212963","50.1","59.1","69.3","61.7","947.609"
"2024-09-13 13:00:23","45548.5419328704","50.1","59.1","69.3","61.7","948.090"
"2024-09-13 13:00:24","45548.5419444444","50.2","59.1","69.3","61.7","948.330"
"2024-09-13 13:00:25","45548.5419560185","50.2","59.1","69.3","61.7","947.849"
"2024-09-13 13:00:26","45548.5419675926","50.3","59.1","69.3","61.7","948.330"
"2024-09-13 13:00:27","45548.5419791667","50.3","59.1","69.3","61.7","948.812"
"2024-09-13 13:00:28","45548.5419907407","50.3","59.1","69.3","61.7","949.533"
"2024-09-13 13:00:29","45548.5420023148","50.3","59.1","69.3","61.7","950.255"
"2024-09-13 13:00:30","45548.5420138889","50.3","59.1","69.3","61.7","950.255"
"2024-09-13 13:00:31","45548.5420254630","50.3","59.1","69.3","61.7","949.774"
"2024-09-13 13:00:32","45548.5420370370","50.3","59.1","69.3","61.7","950.495"
"2024-09-13 13:00:33","45548.5420486111","50.3","59.1","69.3","61.7","950.014"
"2024-09-13 13:00:34","45548.5420601852","50.3","59.1","69.3","61.7","950.495"
"2024-09-13 13:00:35","45548.5420717593","50.2","59.1","69.3","61.7","950.736"
"2024-09-13 13:00:36","45548.5420833333","50.1","59.1","69.3","61.7","950.495"
"2024-09-13 13:00:37","45548.5420949074","50.0","59.1","69.4","61.7","950.255"
"2024-09-13 13:00:38","45548.5421064815","50.0","59.1","69.4","61.7","950.495"
"2024-09-13 13:00:39","45548.5421180556","50.0","59.1","69.4","61.7","950.255"
"2024-09-13 13:00:40","45548.5421296296","50.0","59.1","69.4","61.7","949.774"
"2024-09-13 13:00:41","45548.5421412037","49.9","59.1","69.4","61.7","949.533"
"2024-09-13 13:00:42","45548.5421527778","49.9","59.1","69.4","61.8","949.533"
"2024-09-13 13:00:43","45548.5421643518","49.9","59.1","69.4","61.7","949.533"
"2024-09-13 13:00:44","45548.5421759259","49.9","59.1","69.4","61.7","949.533"
"2024-09-13 13:00:45","45548.5421875000","49.8","59.1","69.4","61.8","949.293"
"2024-09-13 13:00:46","45548.5421990741","49.8","59.1","69.4","61.8","949.533"
"2024-09-13 13:00:47","45548.5422106481","49.7","59.0","69.3","61.7","949.774"
"2024-09-13 13:00:48","45548.5422222222","49.7","59.0","69.3","61.7","949.052"
"2024-09-13 13:00:49","45548.5422337963","49.7","59.0","69.3","61.6","948.812"
"2024-09-13 13:00:50","45548.5422453704","49.7","59.0","69.3","61.7","948.812"
"2024-09-13 13:00:51","45548.5422569444","49.7","59.0","69.3","61.7","948.330"
"2024-09-13 13:00:52","45548.5422685185","49.7","59.0","69.3","61.7","948.812"
"2024-09-13 13:00:53","45548.5422800926","49.7","59.0","69.3","61.7","948.812"
"2024-09-13 13:00:54","45548.5422916667","49.7","59.0","69.3","61.7","949.052"
"2024-09-13 13:00:55","45548.5423032407","49.7","59.0","69.3","61.7","948.812"
"2024-09-13 13:00:56","45548.5423148148","49.7","59.0","69.3","61.7","949.052"
"2024-09-13 13:00:57","45548.5423263889","49.6","59.0","69.3","61.7","948.330"
"2024-09-13 13:00:58","45548.5423379630","49.6","59.0","69.3","61.7","948.812"
"2024-09-13 13:00:59","45548.5423495370","49.5","59.1","69.3","61.7","949.774"
"2024-09-13 13:01:00","45548.5423611111","49.5","59.1","69.3","61.7","949.774"
"2024-09-13 13:01:01","45548.5423726852","49.5","59.1","69.3","61.7","949.293"
"2024-09-13 13:01:02","45548.5423842593","49.5","59.1","69.3","61.7","948.812"
"2024-09-13 13:01:03","45548.5423958333","49.5","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:04","45548.5424074074","49.6","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:05","45548.5424189815","49.5","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:06","45548.5424305556","49.5","59.1","69.3","61.7","948.090"
"2024-09-13 13:01:07","45548.5424421296","49.5","59.1","69.3","61.7","948.571"
"2024-09-13 13:01:08","45548.5424537037","49.5","59.1","69.3","61.7","949.052"
"2024-09-13 13:01:09","45548.5424652778","49.4","59.1","69.3","61.7","948.812"
"2024-09-13 13:01:10","45548.5424768518","49.4","59.1","69.3","61.7","949.052"
"2024-09-13 13:01:11","45548.5424884259","49.4","59.1","69.3","61.7","949.052"
"2024-09-13 13:01:12","45548.5425000000","49.4","59.1","69.3","61.7","948.812"
"2024-09-13 13:01:13","45548.5425115741","49.4","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:14","45548.5425231481","49.4","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:15","45548.5425347222","49.5","59.1","69.3","61.7","948.090"
"2024-09-13 13:01:16","45548.5425462963","49.5","59.1","69.3","61.7","948.090"
"2024-09-13 13:01:17","45548.5425578704","49.5","59.1","69.3","61.7","947.609"
"2024-09-13 13:01:18","45548.5425694444","49.4","59.1","69.3","61.7","947.609"
"2024-09-13 13:01:19","45548.5425810185","49.4","59.1","69.3","61.7","947.368"
"2024-09-13 13:01:20","45548.5425925926","49.4","59.1","69.3","61.7","947.849"
"2024-09-13 13:01:21","45548.5426041667","49.4","59.1","69.3","61.7","947.849"
"2024-09-13 13:01:22","45548.5426157407","49.4","59.1","69.3","61.7","947.609"
"2024-09-13 13:01:23","45548.5426273148","49.5","59.1","69.3","61.7","947.128"
"2024-09-13 13:01:24","45548.5426388889","49.5","59.1","69.3","61.7","947.128"
"2024-09-13 13:01:25","45548.5426504630","49.6","59.1","69.3","61.7","947.128"
"2024-09-13 13:01:26","45548.5426620370","49.6","59.1","69.3","61.7","946.887"
"2024-09-13 13:01:27","45548.5426736111","49.6","59.1","69.3","61.7","946.647"
"2024-09-13 13:01:28","45548.5426851852","49.6","59.1","69.3","61.7","946.647"
"2024-09-13 13:01:29","45548.5426967593","49.6","59.1","69.3","61.7","946.647"
"2024-09-13 13:01:30","45548.5427083333","49.7","59.1","69.3","61.7","946.887"
"2024-09-13 13:01:31","45548.5427199074","49.8","59.1","69.3","61.7","947.128"
"2024-09-13 13:01:32","45548.5427314815","49.8","59.1","69.3","61.7","947.128"
"2024-09-13 13:01:33","45548.5427430556","49.8","59.1","69.3","61.7","947.368"
"2024-09-13 13:01:34","45548.5427546296","49.8","59.1","69.3","61.7","948.090"
"2024-09-13 13:01:35","45548.5427662037","49.8","59.1","69.4","61.7","948.090"
"2024-09-13 13:01:36","45548.5427777778","49.9","59.1","69.4","61.7","948.090"
"2024-09-13 13:01:37","45548.5427893518","49.9","59.1","69.3","61.7","948.090"
"2024-09-13 13:01:38","45548.5428009259","49.9","59.1","69.4","61.7","947.849"
"2024-09-13 13:01:39","45548.5428125000","49.9","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:40","45548.5428240741","49.8","59.1","69.3","61.7","948.571"
"2024-09-13 13:01:41","45548.5428356481","49.9","59.1","69.3","61.7","948.330"
"2024-09-13 13:01:42","45548.5428472222","49.9","59.1","69.4","61.7","947.849"
"2024-09-13 13:01:43","45548.5428587963","49.9","59.1","69.4","61.7","947.609"
"2024-09-13 13:01:44","45548.5428703704","49.9","59.1","69.4","61.7","947.849"
"2024-09-13 13:01:45","45548.5428819444","50.0","59.1","69.4","61.7","948.090"
"2024-09-13 13:01:46","45548.5428935185","49.9","59.1","69.4","61.7","948.571"
"2024-09-13 13:01:47","45548.5429050926","50.0","59.1","69.4","61.7","948.812"
"2024-09-13 13:01:48","45548.5429166667","50.0","59.1","69.4","61.7","948.330"
"2024-09-13 13:01:49","45548.5429282407","50.0","59.1","69.4","61.7","948.330"
"2024-09-13 13:01:50","45548.5429398148","50.0","59.1","69.4","61.7","947.849"
"2024-09-13 13:01:51","45548.5429513889","50.0","59.1","69.4","61.7","947.609"
"2024-09-13 13:01:52","45548.5429629630","50.0","59.1","69.4","61.7","947.609"
"2024-09-13 13:01:53","45548.5429745370","49.9","59.1","69.4","61.7","948.090"
"2024-09-13 13:01:54","45548.5429861111","49.8","59.1","69.4","61.7","948.330"
"2024-09-13 13:01:55","45548.5429976852","49.8","59.1","69.4","61.7","948.571"
"2024-09-13 13:01:56","45548.5430092593","49.8","59.1","69.4","61.7","949.052"
"2024-09-13 13:01:57","45548.5430208333","49.7","59.1","69.4","61.7","949.052"
"2024-09-13 13:01:58","45548.5430324074","49.7","59.1","69.4","61.7","949.052"
"2024-09-13 13:01:59","45548.5430439815","49.7","59.1","69.4","61.7","948.812"
"2024-09-13 13:02:00","45548.5430555556","49.7","59.1","69.4","61.7","948.330"
"2024-09-13 13:02:01","45548.5430671296","49.6","59.1","69.4","61.7","947.609"
"2024-09-13 13:02:02","45548.5430787037","49.6","59.1","69.4","61.7","947.609"
"2024-09-13 13:02:03","45548.5430902778","49.6","59.1","69.4","61.7","948.330"
"2024-09-13 13:02:04","45548.5431018519","49.4","59.0","69.3","61.6","948.330"
"2024-09-13 13:02:05","45548.5431134259","49.4","59.0","69.3","61.6","948.330"
"2024-09-13 13:02:06","45548.5431250000","49.4","59.0","69.3","61.6","948.090"
"2024-09-13 13:02:07","45548.5431365741","49.3","59.0","69.3","61.6","948.330"
"2024-09-13 13:02:08","45548.5431481482","49.3","59.0","69.3","61.6","948.330"
"2024-09-13 13:02:09","45548.5431597222","49.3","59.0","69.3","61.7","948.090"
"2024-09-13 13:02:10","45548.5431712963","49.4","59.0","69.3","61.7","948.330"
"2024-09-13 13:02:11","45548.5431828704","49.4","59.0","69.3","61.7","947.849"
"2024-09-13 13:02:12","45548.5431944444","49.4","59.0","69.3","61.7","947.128"
"2024-09-13 13:02:13","45548.5432060185","49.4","59.0","69.3","61.7","946.887"
"2024-09-13 13:02:14","45548.5432175926","49.5","59.0","69.3","61.7","947.128"
"2024-09-13 13:02:15","45548.5432291667","49.5","59.0","69.3","61.7","947.128"
"2024-09-13 13:02:16","45548.5432407407","49.5","59.0","69.3","61.7","947.609"
"2024-09-13 13:02:17","45548.5432523148","49.5","59.0","69.3","61.7","947.609"
"2024-09-13 13:02:18","45548.5432638889","49.5","59.0","69.3","61.7","947.609"
